X,Y,COUNTRY,STATE,NAME,PRODUCT,SIC,SIC2,SIC3,SIC4,NAICS,NAICS DESCR,WEB,LONGITUDE,LATITUDE,GlobalID
-89.4167419,42.4184767,United States of America,,"T.R. MACHINE, INC.",MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.TRMACHINE.COM,-89.4167419,42.4184767,6e2605fb-90e7-419e-ad36-af8538011d30
-90.6258602,41.4383052,United States of America,,"SEABERG INDUSTRIES, INC.",COMPLEX MACHINING & FABRICATION,3599,3499,N/A,N/A,332710,MACHINE SHOPS,WWW.SEABERGINC.COM,-90.6258602,41.4383052,076b6fe7-0056-4a01-a369-635a20c749a6
-89.5995368,41.5598797,United States of America,,EBE INDUSTRIAL,REMANUFACTURED & REBUILT ROTARY VALVES FOR AGRICULTURAL APPLICATIONS,3491,N/A,N/A,N/A,332911,INDUSTRIAL VALVE MANUFACTURING,WWW.EBEINDUSTRIAL.COM,-89.5995368,41.5598797,22eafa92-83d6-4004-9615-e6d801ce2c7c
-89.2235506,41.3380788,United States of America,,"AQUA CONTROL, INC.","POND & LAKE AERATORS, BOWL FOUNTAINS, BOTTOM CIRCULATORS & WATERFALL PUMPS",3561,N/A,N/A,N/A,332998,ENAMELED IRON AND METAL SANITARY WARE MANUFACTURING,WWW.AQUACONTROL.COM,-89.2235506,41.3380788,c644afab-609e-4eac-a93f-858edf8588f8
-89.6482594,42.1568257,United States of America,,M B MACHINE WELDING & FABRICATION,MACHINING & WELDING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.BAKERBUILTTRAILERWORKS.COM,-89.6482594,42.1568257,1e450a4e-dbf9-4c85-8220-f931e793f4e9
-89.4668578,41.3865137,United States of America,,LCN CLOSERS,DOOR CLOSERS,3429,N/A,N/A,N/A,332510,HARDWARE MANUFACTURING,WWW.LCNCLOSERS.COM,-89.4668578,41.3865137,292846be-dbbe-4bf8-b082-2aa433cd312d
-90.1108706,42.0516594,United States of America,,RELIABLE ENGINEERING SALES & SERVICES,"SCREW MACHINE PARTS, TUBE FABRICATION & CNC MACHINING JOB SHOP",3541,3498,3599,N/A,332710,MACHINE SHOPS,WWW.RESSINC.COM,-90.1108706,42.0516594,0a478673-bdc5-4b94-bd07-198bcd2679d1
-89.4510718,41.3844379,United States of America,,"SCHNEIDER, INC., L. W.",MILITARY SMALL ARMS PARTS,3484,N/A,N/A,N/A,332994,SMALL ARMS MANUFACTURING,WWW.LWSCHNEIDER.COM,-89.4510718,41.3844379,0b309053-3458-48dd-92df-81bec5b5c1ca
-89.7888489,41.2999737,United States of America,,MARTIN ENGINEERING,INDUSTRIAL VIBRATING & MATERIAL HANDLING EQUIPMENT,3569,3537,N/A,N/A,332710,MACHINE SHOPS,WWW.MARTIN-ENG.COM,-89.7888489,41.2999737,24a65d5b-2155-4bfa-9961-6fe87662d5e9
-90.1087059,42.0319234,United States of America,,"METFORM, LLC","INDUSTRIAL FASTENERS, NUTS, FORGINGS & BOLTS",3452,3462,3599,3316,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",WWW.MFMVS.COM,-90.1087059,42.0319234,fec64576-6634-445b-9f69-40963fa0fadb
-89.45007,41.3692632,United States of America,,MTM RECOGNITION,"AWARDS, RINGS, WATCHES, BELT BUCKLES, MEDALLIONS & JEWELRY",3499,3911,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.MTMRECOGNITION.COM,-89.45007,41.3692632,cc8cdb0e-f383-4e73-a3e6-5a191d8de8e6
-89.6774845,41.3247571,United States of America,,"VAN-PACKER CO., INC.","DOUBLE-WALL POSITIVE PRESSURE CHIMNEY & BREECHING SYSTEMS, INCLUDING B-VENT FOR VENTING ATMOSPHERIC GAS-FIRED APPLIANCES",3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.VPSTACK.COM,-89.6774845,41.3247571,83de8597-0407-4c61-b524-4adefbb43a2e
-90.6072208,42.5195556,United States of America,,DIE MAKERS MFG. CORP.,"CNC MACHINING & TOOL & DIE JOB SHOP, INCLUDING DIE COMPONENTS, WIRE EDM SERVICE & SHORT-RUN STAMPING PRODUCTION",3599,3544,N/A,N/A,332710,MACHINE SHOPS,WWW.DIEMAKERSMFG.COM,-90.6072208,42.5195556,dc87c532-0a94-4872-8ca6-fa448bdd7ae2
-91.3967502,43.0442689,United States of America,,"M'S MACHINE & MFG. CO., INC.","CNC LATHES, MACHINING CENTERS, WELDING & PRECISION MACHINING JOB SHOP",3499,3599,3449,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.MS-MACHINE.COM,-91.3967502,43.0442689,b5459f0d-cb75-41cb-9582-1974397b77b0
-91.2181583,43.3624303,United States of America,,"LANSING HOUSING PRODUCTS, INC.","STEEL STORM & SCREEN DOORS, SECURITY SCREENS & WINDOWS",3442,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.LANSINGHOUSINGPRODUCTS.COM,-91.2181583,43.3624303,5f8429ae-00f3-4a58-b087-509042f79bec
-91.6030984,44.0377711,United States of America,,PEERLESS CHAIN CO.,"CHAIN, TRACTION & WIRE FORM PRODUCTS",3496,3312,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.PEERLESSCHAIN.COM,-91.6030984,44.0377711,d31fd20f-26a6-48ff-a1fe-882bf2113a09
-89.4365628,43.1866718,United States of America,,DURAFORM LTD.,PLYWOOD & STEEL REUSABLE CONCRETE FORMS,2499,3499,3272,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.DURAFORM.COM,-89.4365628,43.1866718,caff4ae6-73c1-4c12-b9c5-dd83e6d3b7a5
-89.3291744,43.7924307,United States of America,,"T W DESIGN & MFG., LLC",PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.TWDESIGNMFG.COM,-89.3291744,43.7924307,947ce135-6cfe-4797-befd-f592a3012c06
-89.2709862,42.9803656,United States of America,,"DAVIS STEEL BUILDINGS, LLC",COMMERCIAL STEEL BUILDINGS,3448,N/A,N/A,N/A,332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,WWW.DAVISSTEELBUILDINGS.COM,-89.2709862,42.9803656,87b9c0ae-1ee2-4649-a2c4-ba1a99d0c378
-91.4679525,44.8640457,United States of America,,"PARCO MFG., INC.",REPLACEMENT VINYL WINDOWS,3089,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.PARCOWINDOWS.COM,-91.4679525,44.8640457,652d5b6a-f656-44f2-a0e1-7af0fef28f56
-89.4671882,43.0116841,United States of America,,JENKINS RESEARCH & MFG. CORP.,CONTRACT MANUFACTURING OF PROTOTYPES FOR METAL & PLASTIC PRODUCTION,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.JENKINS-R-M.COM,-89.4671882,43.0116841,08572f56-4941-4bcd-a69b-cc631e68c6d1
-89.6611396,44.986458,United States of America,,"MID-STATE CONTRACTING, LLC","INDUSTRIAL & COMMERCIAL MECHANICAL FABRICATION, CONVEYING SYSTEMS, PIPING & HVAC",3444,3535,3499,3498,332322,SHEET METAL WORK MANUFACTURING,WWW.MIDSTATECONTRACTING.COM,-89.6611396,44.986458,eb681956-4a0e-4fd2-9d83-cec407d097b3
-90.465868,42.7142253,United States of America,,"DALEO MACHINING, INC.",GENERAL MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.DALEOMACHINING.COM,-90.465868,42.7142253,2984ff2a-e51e-441d-83bc-4db900105bfd
-89.3879089,42.9329369,United States of America,,"METALCRAFT INDUSTRIES, INC.",METAL STAMPINGS,3469,N/A,N/A,N/A,332116,METAL STAMPING,WWW.METALCRAFT-INDUSTRIES.COM,-89.3879089,42.9329369,b5014dc0-2835-43f8-850c-1bcf2a80cac2
-89.665196,42.6016298,United States of America,,"FAITH ENGINEERING, INC.","AUTOMATION MACHINERY, MACHINE TOOLING & GENERAL MACHINING JOB SHOP",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.FAITHENGINEERINGINC.COM,-89.665196,42.6016298,8dd31c62-2d0a-4c51-a705-3166bca5d2db
-91.0400671,44.9449732,United States of America,,"C & N MFG., INC.","METAL-COVERED TRUNKS, FOOTLOCKERS, LUGGAGE & CAMPING GEAR",2542,3161,3949,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.CNMFG.COM,-91.0400671,44.9449732,c385cdd2-932f-409b-92ab-8d95e06e6055
-89.590164,44.9131471,United States of America,,"CRYSTAL FINISHING SYSTEMS, INC.","CORPORATE HEADQUARTERS & ELECTROSTATIC POWDER COATING, INCLUDING LIQUID HIGH-PERFORMANCE ARCHITECTURAL COATINGS",3479,N/A,N/A,N/A,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",WWW.CRYSTALFINISHING.COM,-89.590164,44.9131471,e71d1d95-2d3b-41cc-8ed1-8ffbee5741d2
-89.6560893,42.5976555,United States of America,,PRECISION DRIVE & CONTROL,GENERAL MACHINING & CONTROL PANEL ASSEMBLY JOB SHOP,3599,3625,N/A,N/A,332710,MACHINE SHOPS,WWW.PRECISIONDRIVE.COM,-89.6560893,42.5976555,29868e30-5dac-4294-bac5-900310adbf41
-89.6085399,44.9147198,United States of America,,MCCLEAN ANDERSON CORP.,FILAMENT WINDING MACHINES,3559,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.MCCLEANANDERSON.COM,-89.6085399,44.9147198,413a1aba-53ed-46da-9ef6-01090288eb89
-89.5114346,42.9691497,United States of America,,LATITUDE CORP.,"METAL FABRICATION, POWDER COATING & GENERAL MACHINING JOB SHOP",3499,3479,3599,N/A,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",WWW.LATITUDECORP.COM,-89.5114346,42.9691497,8f49e063-ff06-41c4-97d9-378bcf756ab2
-91.1355879,44.6820436,United States of America,,"M. R. S. MACHINING CO., INC.",CNC MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.MRSMACHINING.BIZ,-91.1355879,44.6820436,e121bca1-2a07-439f-8701-694d46c324ed
-89.6027065,43.4187524,United States of America,,"PALMER MFG., INC.",STEEL FABRICATION & GENERAL MACHINING & WELDING JOB SHOP,3599,3312,N/A,N/A,332710,MACHINE SHOPS,WWW.PALMERMANUFACTURING.COM,-89.6027065,43.4187524,beac5f50-5e80-4d17-b067-7692958144b2
-89.856665,44.4022597,United States of America,,"SKS MACHINE, INC.",PRECISION & CNC MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.SKSMACHINE.COM,-89.856665,44.4022597,32f88331-4e81-470d-9888-aed8b887f811
-89.8278598,44.8441091,United States of America,,"SULZER MACHINE & MFG., INC.",PRECISION MACHINE PARTS & TOOL & DIE JOB SHOP,3599,3544,N/A,N/A,332710,MACHINE SHOPS,WWW.SULZERMACHINE.COM,-89.8278598,44.8441091,05ac826c-fe7e-4512-b1ee-20eaeb0e4a70
-90.4609867,42.7304912,United States of America,,"HYPRO, INC.",PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.HYPRO.COM,-90.4609867,42.7304912,0ea5afe6-bc02-417b-bb9d-e6845b576060
-89.2001364,43.2042448,United States of America,,THERMAL SPRAY TECHNOLOGIES,THERMAL SPRAY COATING,3479,N/A,N/A,N/A,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",WWW.TSTCOATINGS.COM,-89.2001364,43.2042448,ff6c2aed-ac0e-4068-99b2-37e328368ebd
-89.7337274,44.9661425,United States of America,,"WAUSAU WINDOW & WALL SYSTEMS, PLT. 2",CURTAIN WALL SYSTEMS & ALUMINUM EXTRUSIONS,3449,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.WAUSAUWINDOW.COM,-89.7337274,44.9661425,214930d8-6446-445e-9875-7bf615c0bcde
-89.5137509,44.4541651,United States of America,,SILGAN CONTAINERS CORP.,METAL CONTAINERS,3411,N/A,N/A,N/A,332439,OTHER METAL CONTAINER MANUFACTURING,WWW.SILGANCONTAINERS.COM,-89.5137509,44.4541651,66b97bbf-6c32-48aa-8ca4-c1a755cca23c
-89.4759894,43.0152164,United States of America,,CARQUEST AUTO PARTS,AUTOMOTIVE HYDRAULIC HOSES,3492,N/A,N/A,N/A,332912,FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,WWW.CARQUEST.COM,-89.4759894,43.0152164,8552d0bd-a259-46d4-b928-0493f8a91429
-89.2087999,43.2012167,United States of America,,"ALLIED INDUSTRIES, LLC",TOOLS,3423,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.ALLIEDINDUSTRIESLLC.COM,-89.2087999,43.2012167,6e46f40d-2039-43c1-9922-8aef5a0e1842
-89.831897,44.9414914,United States of America,,"NORTHVIEW WINDOW & DOOR, LLC",VINYL WINDOWS,3089,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.NORTHVIEWWINDOWS.NET,-89.831897,44.9414914,41722fdb-5b04-4be7-839a-98824288f373
-89.9767026,43.5285002,United States of America,,"SERVICE LINE, INC.",AUTOMOTIVE PARTS CLEANING,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.RENEGADEPARTSWASHERS.COM,-89.9767026,43.5285002,8a591575-b8d5-4ccc-96f3-3de9121c382d
-89.2220562,43.1749553,United States of America,,TEGRANT CORPORATION,GENERAL MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.TEGRANT.COM,-89.2220562,43.1749553,1f611421-4cca-429b-ad11-f0459f186c41
-89.8173377,44.400081,United States of America,,"C & S SALES, INC.",VIBRATORY METAL FINISHING EQUIPMENT,3541,3559,N/A,N/A,332710,MACHINE SHOPS,WWW.VIBRATORYSPECIALISTS.COM,-89.8173377,44.400081,168c14ee-bffc-477a-9267-2106485bb45a
-90.140978,44.6496859,United States of America,,"INNOVATIVE MACHINE SPECIALISTS, INC.",CNC TURNING & MILLING & WELDING & GENERAL MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.INNMACSPE.COM,-90.140978,44.6496859,08bb76ab-c2e5-4daf-aa69-213b1eb6b0ff
-89.5722445,44.457272,United States of America,,"POINTE PRECISION, INC.",PRECISION MACHINE PARTS,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.POINTEPRECISION.COM,-89.5722445,44.457272,c76b9863-cf9e-4ecf-9d95-8d43fae9b88a
-89.4954899,43.872649,United States of America,,"HIGH TECH WELDING, INC.",WELDING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.HIGHTECHWELDING.COM,-89.4954899,43.872649,8ac59c19-e320-477a-a335-097da0c94770
-89.6355236,42.8159554,United States of America,,ALBION ARMORERS,MEDIEVAL-STYLE ARMOR & WEAPONS,3462,N/A,N/A,N/A,332111,IRON AND STEEL FORGING,WWW.ALBION-SWORDS.COM,-89.6355236,42.8159554,1f3778a5-7c57-43bb-b6e5-1114caf4440d
-89.4325139,43.1825632,United States of America,,"TRILARY, INC., THOMAS STEELE DIV.","METAL PARK BENCHES, BICYCLE RACKS, PICNIC TABLES & ASH & TRASH RECEPTACLES",2522,3469,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.THOMAS-STEELE.COM,-89.4325139,43.1825632,292fa2b1-6eda-4347-b30f-7d3603f50d5f
-90.2676578,43.7375212,United States of America,,"ELROY MFG., INC.","HEAT TREATING & PLATING, COLD & PRESS FORMING & GENERAL MACHINING JOB SHOP",3398,3471,3599,3452,332811,METAL HEAT TREATING,WWW.BRUNNER-INC.COM,-90.2676578,43.7375212,51d6fbcb-c5ba-45d9-b3af-06c29ec26ada
-89.9728601,43.5313389,United States of America,,"WISCONSIN METAL SALES, INC.","METAL FABRICATION & WELDING, BENDING & SHEARING JOB SHOP",3499,3599,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.WIMETALS.COM,-89.9728601,43.5313389,fb32c695-3198-4276-9580-b945627dda4a
-89.5156053,44.8940296,United States of America,,APPLIED LASER TECHNOLOGIES,STEEL LASER CUTTING,3541,3542,3449,3499,332116,METAL STAMPING,WWW.APLASER.COM,-89.5156053,44.8940296,d9f575fc-0f52-489d-aaf4-bd34c9d0a046
-89.9910023,43.527885,United States of America,,DRM ELECTROCOAT CORP.,INDUSTRIAL METAL PART ELECTROCOATING,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.DRMINDUSTRIES.COM,-89.9910023,43.527885,97f4c5d6-e29e-43cb-a9cc-4cafe9d8f6ad
-89.6808828,44.9520687,United States of America,,"PDM BRIDGE, LLC",BRIDGE COMPONENTS & STRUCTURAL STEEL FABRICATION,3441,N/A,N/A,N/A,332312,FABRICATED STRUCTURAL METAL MANUFACTURING,WWW.PDMBRIDGE.COM,-89.6808828,44.9520687,0f67e614-470b-4143-b2fd-275c62be79a3
-89.7323748,43.2998601,United States of America,,"MILWAUKEE VALVE CO., INC.",INDUSTRIAL VALVES,3491,N/A,N/A,N/A,332911,INDUSTRIAL VALVE MANUFACTURING,WWW.MILWAUKEEVALVE.COM,-89.7323748,43.2998601,ab27735d-2dbf-497b-abd9-f3b45e4f8cdc
-91.3621981,44.9403131,United States of America,,RIVERSIDE MACHINE & ENGINEERING,ALUMINUM VACUUM FURNACE BRAZING & PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.RIVERSIDEMACHINE.COM,-91.3621981,44.9403131,d6e44720-f7cc-460c-b06c-7bdba67ea24e
-91.35664,44.9408983,United States of America,,"ADVANCED LASER MACHINING, INC.","CONTRACT MANUFACTURING, INCLUDING SHEET METAL FABRICATION, LASER CUTTING, HIGH-SPEED PUNCHING, PANEL BENDING",3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.LASER27.COM,-91.35664,44.9408983,af392eb1-bf35-4ebc-91b6-5503c43e93ec
-89.5931833,44.9201853,United States of America,,"MERRILL IRON & STEEL, INC.",STRUCTURAL STEEL PLATE FABRICATION & ERECTION,3441,3443,N/A,N/A,332312,FABRICATED STRUCTURAL METAL MANUFACTURING,WWW.MERRILLIRON.COM,-89.5931833,44.9201853,7ca1da73-b332-4cc5-807b-a8e6447f76c1
-90.1769057,44.6373501,United States of America,,CENTRAL MECHANICAL SYSTEMS,SHEET-METAL FABRICATION,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.COMMPLUSIS.NET,-90.1769057,44.6373501,da69fb88-278b-4918-85fc-ce253dfb94e8
-91.4658229,44.7988354,United States of America,,"HAYWORTH FENCE CO., INC.",CHAIN LINK & VINYL FENCING,3315,N/A,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.HAYWORTHFENCES.COM,-91.4658229,44.7988354,7a3e6095-8f80-4d51-b2ce-eb5296fbd638
-90.0862385,44.7982335,United States of America,,"WAUSAU WINDOW & WALL SYSTEMS, PLT. 5",ALUMINUM WINDOWS,3442,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.WAUSAUWINDOW.COM,-90.0862385,44.7982335,4823ef87-3589-4310-87a8-e1339680d63b
-89.559797,44.4934457,United States of America,,"FELTZ MFG. CO., INC.",MILLWORK & ARCHITECTURAL MOLDINGS,2421,2431,N/A,N/A,332323,ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,WWW.FELTZMFG.COM,-89.559797,44.4934457,7f479607-d5e3-4fae-bdc7-06e334ee9f36
-89.3211127,43.1533913,United States of America,,"BERNTSEN INTERNATIONAL, INC.",PRECISION MACHINING & ORBITAL FORGINGS JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.BERNTSEN.COM,-89.3211127,43.1533913,b9651e07-c192-45fa-aa68-f70b7ddc3241
-91.4624595,44.8659846,United States of America,,"BADGER CUSTOM WINDOWS, INC.",REPLACEMENT VINYL WINDOWS,3089,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.BADGERCUSTOMWINDOW.COM,-91.4624595,44.8659846,63696c54-2874-4019-876f-22b4b5f1e8e8
-89.4862134,43.5538597,United States of America,,"CONTECH CONSTRUCTION PRODUCTS, INC.",METAL FABRICATION & HIGHWAY CULVERTS,3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.CONTECH-CPI.COM,-89.4862134,43.5538597,6e1964cc-2110-471e-9e6c-43cfa68c62cf
-91.2348192,43.8372797,United States of America,,"CROWN CORK & SEAL CO., INC.",BEVERAGE CANS,3411,N/A,N/A,N/A,332431,METAL CAN MANUFACTURING,WWW.CROWNCORK.COM,-91.2348192,43.8372797,3f8ed465-2093-4b5b-b424-78ea7a8abf72
-89.5492864,44.9080064,United States of America,,AMERICAN DYNATEC CORP.,"PROTECTIVE STRUCTURES, METAL FABRICATION & WELDING JOB SHOP",3499,3599,N/A,N/A,332710,MACHINE SHOPS,WWW.ADC-GLOBALINC.COM,-89.5492864,44.9080064,dfd9fba5-c523-42e9-9631-cd4517397fc0
-89.6532674,44.8403544,United States of America,,CENTRAL FABRICATORS,"BUCKETS, MATERIAL HANDLING ATTACHMENTS & STEEL FABRICATION",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.WOODSEQUIPMENT.COM,-89.6532674,44.8403544,c00c4360-b5ed-4966-8973-30662fe2861a
-91.2536281,43.8274262,United States of America,,"C & C MACHINE, INC.",CNC & GENERAL MACHINING & WELDING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.CCMACHINE.COM,-91.2536281,43.8274262,a1fb7c1b-b21e-4277-ba02-47207649db7f
-90.3297232,44.9453079,United States of America,,"ALL METAL STAMPING, INC.","CUSTOM RESIDENTIAL BUILDING HARDWARE, INCLUDING CASEMENT WINDOW HINGES, SNUBBERS & GRILL CLIPS & FIRE DOOR ACCESSORIES",3469,3429,3499,N/A,332116,METAL STAMPING,WWW.ALLMETALSTAMPING.COM,-90.3297232,44.9453079,43a6854c-bb2c-4d5b-8d75-c79ad1ab5c6a
-90.0523899,43.7767461,United States of America,,"BRENNER TANK, LLC, MAUSTON DIV.",REBUILT STAINLESS STEEL TRANSPORTATION TANKS,3443,N/A,N/A,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.BRENNERTANK.COM,-90.0523899,43.7767461,530ca963-80e3-4688-9b1f-f99349533ced
-89.7981512,43.5905589,United States of America,,DRM INDUSTRIES CORP.,"CORPORATE HEADQUARTERS & METAL FABRICATION, ROBOTIC WELDING, CNC & GENERAL MACHINING JOB SHOP",3499,3599,N/A,N/A,332710,MACHINE SHOPS,WWW.DRMINDUSTRIES.COM,-89.7981512,43.5905589,7b796e99-2588-4dce-b3a4-d60dbbed5969
-89.4613395,43.1840731,United States of America,,"ENDRES MFG. CO., INC.",STRUCTURAL METAL FABRICATION,3441,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.ENDRESMFG.COM,-89.4613395,43.1840731,f126fe75-c7dd-4fa2-9e86-87a411b284f2
-90.319699,44.9423246,United States of America,,"CREATIVE AUTOMATION, INC.",CUSTOM AUTOMATED MATERIAL HANDLING EQUIPMENT FOR THE WOODWORKING & RELATED INDUSTRIES,3559,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.CREATIVE-AUTOMATION.COM,-90.319699,44.9423246,cefc7a7a-64e3-4a7c-9c97-19292410c46e
-91.22281,43.7836297,United States of America,,"CHART ENERGY & CHEMICALS, INC.","BRAZED ALUMINUM HEAT EXCHANGERS, KETTLE REBOILERS & COLD BOX ASSEMBLIES",3443,N/A,N/A,N/A,332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,WWW.CHARTENERGYANDCHEMICALS.COM,-91.22281,43.7836297,36a6058c-80d5-427b-ba7e-3eedbfd3c9dd
-90.3063018,44.9033768,United States of America,,"COLBY METAL, INC.","METAL FABRICATION, INCLUDING LASER CUTTING, CNC BRAKE WORK, ROBOTIC WELDING & POWDER COATING",3499,3479,3599,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.COLBYMETAL.COM,-90.3063018,44.9033768,03e73bf2-ee1f-4855-9fab-53b3c085d219
-89.7631641,43.461564,United States of America,,DRM DIVERSAFAB,METAL FABRICATION,3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.BEST-EXFAB.COM,-89.7631641,43.461564,f0a5dfb1-be98-44f2-87fd-b610a536cd62
-91.375827,44.9546548,United States of America,,"DARLEY & CO., W. S.",FIREFIGHTING CENTRIFUGAL PUMPS & APPARATUS,3561,N/A,N/A,N/A,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,WWW.WSDARLEY.COM,-91.375827,44.9546548,5c13dc97-ee29-4884-826c-aee1619fb788
-89.3582751,43.0412205,United States of America,,B D DIAGNOSTIC,PREPARED MICROCULTURE MEDIA,2836,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.BD.COM,-89.3582751,43.0412205,00e6d805-8117-4040-89fe-8da08e11539c
-89.7323471,44.9572657,United States of America,,LINETEC ANODIZING,ALUMINUM EXTRUSION ANODIZING & PDVF & POWDER COATING,3471,3479,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.LINETEC.COM,-89.7323471,44.9572657,1b794c80-09c2-480e-abaa-d14a076d56f9
-90.8396246,44.2939886,United States of America,,D&S MANUFACTURING,"METAL FABRICATION,WELDING & GENERAL MACHINING JOB SHOP",3499,3443,3599,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.DSMFG.COM,-90.8396246,44.2939886,6fe5bdf6-2bbb-4175-bcdd-721e6aa1574e
-89.6334568,44.8617124,United States of America,,"IMPERIAL INDUSTRIES, INC.","FEED BINS, INDUSTRIAL SILOS, LIQUID MANURE PUMPS & TRUCK-MOUNTED WASTE, VERTICAL & HORIZONTAL STORAGE",3523,N/A,N/A,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.IMPERIALIND.COM,-89.6334568,44.8617124,1ec66168-bef9-4d16-80a0-2fd5e6973d67
-91.3726644,44.9555502,United States of America,,"INDIANHEAD PLATING, INC.",INDUSTRIAL HARD CHROME PLATING,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.INDIANHEADPLATING.COM,-91.3726644,44.9555502,b2a947ad-39ca-41e3-ba1c-7974ba44eda5
-89.5269933,42.927162,United States of America,,KELSCH MACHINE CORP.,MACHINE PARTS & GENERAL MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.KELSCHMACHINE.COM,-89.5269933,42.927162,593e4bdd-1443-4818-be86-21919b2c3356
